inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id,fecha,medidas,tipo,dormitorios
DANFRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/danfra-inmobiliaria/logo-282-20231027061806.jpg,FILIN,Entrega Inmediata,464635,Jirón Cerro Negro 299-209,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2332-filin-santiago-de-surco-lima-lima-danfra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/danfra-inmobiliaria/2332-filin/departamentos-santiago-de-surco-6369b8db94cb9_xm.jpg,Santiago De Surco,150140,"30 de Octubre, 2024",78.57 a 241.48 m2,Departamento,1 a 3 dormitorios
SENDA,https://e.nexoinmobiliario.pe/customers/senda-inmobiliaria/logo-65-20231027061759.jpg,LIB,Entrega Inmediata,434900,Jirón República de Líbano 123,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2350-lib-santiago-de-surco-lima-lima-senda,https://e.nexoinmobiliario.pe/customers/senda-inmobiliaria/2350-lib/departamentos-santiago-de-surco-6660cbcb97767_xm.jpg,Santiago De Surco,150140,"31 de Octubre, 2024",52.17 a 182.94 m2,Departamento,1 a 3 dormitorios
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,PASEO DE LA ARBOLEDA 4,Entrega Inmediata,397000,jr combate de angamos 542,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2361-paseo-de-la-arboleda-4/departamentos-santiago-de-surco-66c4d31b3bd03_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2024",68.00 a 79.00 m2,Departamento,2 a 2 dormitorios
PAQARI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/paqari-desarrollo-inmobiliario-sac/logo-256-20231122144026.png,Samay,En Planos,237780,Av. Gral. Edmundo Aguilar Pastor 407,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2370-samay-santiago-de-surco-lima-lima-paqari-inmobiliaria,https://e.nexoinmobiliario.pe/customers/paqari-desarrollo-inmobiliario-sac/2370-samay/departamentos-santiago-de-surco-650c79591114f_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2025",40.06 a 144.24 m2,Departamento,1 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,BALBOA,Entrega Inmediata,331149,"P.º de la Republica 6715, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2378-balboa-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2378-balboa/departamentos-santiago-de-surco-66c8b86f33a0c_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2024",52.47 a 71.91 m2,Departamento,2 a 3 dormitorios
VITAIN,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/logo-117-20231027061800.jpg,Edificio InTower,Entrega Inmediata,441144,Jiron Morro Solar 133,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2379-edificio-intower-santiago-de-surco-lima-lima-vitain,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-lopez-s-a-c/2379-edificio-intower/departamentos-santiago-de-surco-654bfa68d4df9_xm.jpg,Santiago De Surco,150140,"31 de Mayo, 2024",55.42 a 79.08 m2,Departamento,2 a 3 dormitorios
AKAMAI,https://e.nexoinmobiliario.pe/customers/akamai/logo-388-20231027061810.jpg,BONGO CONDOMINIO,En Planos,290030,"Jr. Parque Alto 542, Santiago de Surco 15049",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2387-bongo-condominio-santiago-de-surco-lima-lima-akamai,https://e.nexoinmobiliario.pe/customers/akamai/2387-bongo-condominio/departamentos-santiago-de-surco-673bad54a6b85_xm.jpg,Santiago De Surco,150140,"31 de Agosto, 2026",63.18 a 97.31 m2,Departamento,2 a 3 dormitorios
FCM CONSTRUCCIONES,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/logo-383-20231027061809.jpg,Malaga 101,Entrega Inmediata,671580,Jirón Málaga 101,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2396-malaga-101-santiago-de-surco-lima-lima-fcm-construcciones,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/2396-malaga-101/departamentos-santiago-de-surco-61facb41f2501_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2023",69.46 a 115.54 m2,Departamento,2 a 3 dormitorios
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo-investments/logo-293-20231027061806.jpg,Edificio Kiyomi,Entrega Inmediata,708517,"Jr Bartolomé Herrera 414, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2432-edificio-kiyomi-santiago-de-surco-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/2432-edificio-kiyomi/departamentos-santiago-de-surco-670009a4b4ebd_xm.jpg,Santiago De Surco,150140,"30 de Noviembre, 2024",89.29 a 89.29 m2,Departamento,2 a 2 dormitorios
COSAPI,https://e.nexoinmobiliario.pe/customers/velia/logo-49-20231027061759.jpg,ATIVA FASE 1,En Construcción,389967,"El Derby 160, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2436-ativa-fase-1-santiago-de-surco-lima-lima-cosapi,https://e.nexoinmobiliario.pe/customers/velia/2436-ativa/departamentos-santiago-de-surco-66710e3f4b3ed_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2026",40.00 a 71.00 m2,Departamento,1 a 3 dormitorios
VERDANT INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/verdant-inmobiliaria/logo-202-20241211103008.jpg,Seed Growing Home,Entrega Inmediata,472000,Jr. República de Líbano 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2451-seed-growing-home-santiago-de-surco-lima-lima-verdant-inmobiliaria,https://e.nexoinmobiliario.pe/customers/inversiones-la-gloria-sac/2451-seed-growing-home/departamentos-santiago-de-surco-673e65d468b99_xm.jpg,Santiago De Surco,150140,"31 de Agosto, 2024",52.90 a 146.90 m2,Departamento,1 a 3 dormitorios
CISSAC,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/logo-19-20231027061758.jpg,CasaParq  Monterrico II,En Construcción,655000,Cruce de Cristobal de Peralta norte esquina con Jerónimo de Aliaga norte Chacarilla,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2475-casaparq-monterrico-ii-santiago-de-surco-lima-lima-cissac,https://e.nexoinmobiliario.pe/customers/corporacion-inmobiliaria-sudamericana-s-a-c/2475-casaparq-monterrico-ii/departamentos-santiago-de-surco-6706c769c0634_xm.jpg,Santiago De Surco,150140,"31 de Marzo, 2025",91.46 a 91.47 m2,Departamento,3 a 3 dormitorios
GRATIA CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/gratia-constructora-sac/logo-279-20231027061806.jpg,HOMELIKE II,Entrega Inmediata,860000,Jr. Zamora 262 - 264,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2516-homelike-ii-santiago-de-surco-lima-lima-gratia-constructora,https://e.nexoinmobiliario.pe/customers/gratia-constructora-sac/2516-homelike-ii/departamentos-santiago-de-surco-63601353a5fd7_xm.jpg,Santiago De Surco,150140,"02 de Enero, 2024",110.72 a 111.66 m2,Departamento,3 a 3 dormitorios
CP BUILDING,https://e.nexoinmobiliario.pe/customers/cp-building-sac/logo-459-20231027061812.jpg,San Tadeo 265,Entrega Inmediata,802165,"San Tadeo 265, la aurora surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2636-san-tadeo-265-santiago-de-surco-lima-lima-cp-building,https://e.nexoinmobiliario.pe/customers/cp-building-sac/2636-san-tadeo-265/departamentos-santiago-de-surco-672a83a86a888_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2024",100.00 a 104.00 m2,Departamento,2 a 3 dormitorios
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/logo-61-20240628103015.jpg,Balance,Entrega Inmediata,796000,Jr. Fortaleza de Paramonga 160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2646-balance-santiago-de-surco-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/2646-madrid-balance/departamentos-santiago-de-surco-6668660f9fd83_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2024",109.99 a 124.50 m2,Departamento,2 a 3 dormitorios
ODIMA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/odima-srl/logo-374-20231027061809.jpg,HANA - Chacarilla,En Construcción,720000,Jr. Conde de la vega del Ren 149,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2663-hana-chacarilla-santiago-de-surco-lima-lima-odima-inmobiliaria,https://e.nexoinmobiliario.pe/customers/odima-srl/2663-hana-chacarilla/departamentos-santiago-de-surco-663ea28d34d73_xm.jpg,Santiago De Surco,150140,"31 de Marzo, 2025",85.46 a 100.45 m2,Departamento,3 a 3 dormitorios
TRIBECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/logo-469-20240117125307.png,HIGH LINE,En Construcción,382833,Av. Caminos del Inca 508 esquina con Jr. Cañón del Pato,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2706-high-line-santiago-de-surco-lima-lima-tribeca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tribeca-inmobiliaria/2706-high-line/departamentos-santiago-de-surco-66d5f7dda7ad6_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2025",47.42 a 119.20 m2,Departamento,1 a 3 dormitorios
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,MARISCAL CASTILLA,En Construcción,407000,"Av. Mariscal Castilla 334 – 338, Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2722-mariscal-castilla-santiago-de-surco-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/2722-mariscal-castilla/departamentos-santiago-de-surco-6564d9b2d3b57_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2025",43.00 a 81.00 m2,Departamento,1 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Monte Real 217,Entrega Inmediata,1022294,Jr. Monte Real 217,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2728-monte-real-217-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2728-monte-real-217/departamentos-santiago-de-surco-63474b371e749_xm.jpg,Santiago De Surco,150140,"31 de Mayo, 2024",141.90 a 263.28 m2,Departamento,2 a 3 dormitorios
XYZ INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/logo-305-20231027061807.jpg,Tomasal 1074,En Construcción,772541,jirón Tomasal 1074 - Santiago de Surco,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2773-tomasal-1074-santiago-de-surco-lima-lima-xyz-inmobiliaria,https://e.nexoinmobiliario.pe/customers/xyz-inmobiliaria/2773-tomasal-1074/departamentos-santiago-de-surco-6386bce93ad0e_xm.jpg,Santiago De Surco,150140,"31 de Marzo, 2025",87.00 a 108.00 m2,Departamento,2 a 3 dormitorios
INHOUSE,https://e.nexoinmobiliario.pe/customers/inhouse/logo-244-20231027061804.jpg,Galicia,Entrega Inmediata,1125748,C. La Joya 195,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,https://e.nexoinmobiliario.pe/customers/inhouse/2783-galicia/departamentos-santiago-de-surco-63a0a0742f928_xm.jpg,Santiago De Surco,150140,"31 de Enero, 2025",173.48 a 176.55 m2,Departamento,2 a 2 dormitorios
ECO HOUSE,https://e.nexoinmobiliario.pe/customers/ecohome/logo-570-20241114125927.jpg,Wiese 1281,Entrega Inmediata,385000,Jirón Augusto Wiese 1281,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2784-wiese-1281-santiago-de-surco-lima-lima-eco-house,https://e.nexoinmobiliario.pe/customers/my-home-organizacion-inmobiliaria-sac/2784-wiese-1281/departamentos-santiago-de-surco-667060c118181_xm.jpg,Santiago De Surco,150140,"31 de Julio, 2024",40.00 a 189.00 m2,Departamento,1 a 3 dormitorios
IFI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ifi-jetza/logo-409-20231027061810.jpg,ZANTE,En Construcción,351000,"Av. Paseo la Castellana 243, surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2794-zante-santiago-de-surco-lima-lima-ifi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ifi-jetza/2794-zante/departamentos-santiago-de-surco-66993ba53b50a_xm.jpg,Santiago De Surco,150140,"31 de Diciembre, 2024",39.26 a 154.99 m2,Departamento,1 a 3 dormitorios
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,DERBY 182,En Planos,408000,Derby 182,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2800-derby-182/departamentos-santiago-de-surco-66c4d4ef8abf2_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2026",44.60 a 80.22 m2,Departamento,1 a 3 dormitorios
DOMUN INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria-sac/logo-555-20240822163508.png,Vert 2,Entrega Inmediata,1145417,Av. Higuereta 366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2810-vert-2-santiago-de-surco-lima-lima-domun-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2810-vert-2/departamentos-santiago-de-surco-63e2bce4f0b28_xm.jpg,Santiago De Surco,150140,"31 de Octubre, 2024",181.41 a 181.41 m2,Departamento,3 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Braganza,En Construcción,720083,Cl. Bárbara de Braganza N° 124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2811-braganza-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2811-braganza/departamentos-santiago-de-surco-67649668ef01b_xm.jpg,Santiago De Surco,150140,"31 de Octubre, 2024",102.32 a 246.34 m2,Departamento,2 a 3 dormitorios
CONFORTA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/logo-372-20231027061809.jpg,AMARA,En Construcción,462061,JIRON LAS GARDENIAS N° 152 - 156 - URB. VALLE HERMOSO DE MONTERRICO RESIDENCIAL                                               ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2876-amara-santiago-de-surco-lima-lima-conforta-inmobiliaria,https://e.nexoinmobiliario.pe/customers/desarrolla-consultora-inmobiliaria-sac/2876-amara/departamentos-santiago-de-surco-6408a486c1c4f_xm.jpg,Santiago De Surco,150140,"30 de Junio, 2025",56.81 a 114.29 m2,Departamento,2 a 3 dormitorios
CONSTRUCTORA FRAMAN,https://e.nexoinmobiliario.pe/customers/constructora-framan/logo-489-20231027061814.jpg,Batallón Ayacucho,Entrega Inmediata,600691,av. caminos del inca 1396,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2881-batallon-ayacucho-santiago-de-surco-lima-lima-constructora-framan,https://e.nexoinmobiliario.pe/customers/constructora-framan/2881-batallon-ayacucho/departamentos-santiago-de-surco-6408d4c370d09_xm.jpg,Santiago De Surco,150140,"31 de Enero, 2024",80.48 a 174.90 m2,Departamento,2 a 3 dormitorios
VENTI GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/venti-grupo-inmobiliario/logo-188-20231027061803.jpg,Pedro Venturo 662,En Construcción,630539,"Pedro Venturo 662, Urbanización Higuereta, Santiago de Surco",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2906-pedro-venturo-662-santiago-de-surco-lima-lima-venti-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/venti-grupo-inmobiliario/2906-pedro-venturo-662/departamentos-santiago-de-surco-6626bd3456f49_xm.jpg,Santiago De Surco,150140,"31 de Marzo, 2025",94.00 a 209.00 m2,Departamento,2 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Blé,Entrega Inmediata,828282, Av. Velasco Astete 1752,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2924-ble-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2924-ble/departamentos-santiago-de-surco-672e2f2eb5be3_xm.jpg,Santiago De Surco,150140,"31 de Octubre, 2024",122.84 a 189.03 m2,Departamento,3 a 4 dormitorios
DOMUN INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/domun-inmobiliaria-sac/logo-555-20240822163508.png,Parque Gardenias,Entrega Inmediata,865592, Jr. Los Alguaciles 252 - 258,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2926-parque-gardenias-santiago-de-surco-lima-lima-domun-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2926-parque-gardenias/departamentos-santiago-de-surco-6440771c3bfec_xm.jpg,Santiago De Surco,150140,"31 de Octubre, 2024",118.11 a 218.38 m2,Departamento,3 a 4 dormitorios
GRUPO EDIFIKARTE,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/logo-235-20231027061804.jpg,BATALLON TARMA 684,En Construcción,1072000,jiron batallon tarma 684,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2929-batallon-tarma-684-santiago-de-surco-lima-lima-grupo-edifikarte,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/2929-batallon-tarma-684/departamentos-santiago-de-surco-64483dfdba9b8_xm.jpg,Santiago De Surco,150140,"30 de Diciembre, 2024",116.99 a 192.30 m2,Departamento,3 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,HQ7,En Construcción,735007,Cl. Hermanos Quintero 190,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2935-hq7-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/2935-hq7/departamentos-santiago-de-surco-672e65fe5d5d0_xm.jpg,Santiago De Surco,150140,"31 de Agosto, 2025",108.70 a 224.17 m2,Departamento,2 a 3 dormitorios
GRUPO EDIFIKARTE,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/logo-235-20231027061804.jpg,CONDE DE LA VEGA 251,En Construcción,662000,conde de la vega 251,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2941-conde-de-la-vega-251-santiago-de-surco-lima-lima-grupo-edifikarte,https://e.nexoinmobiliario.pe/customers/grupo-edifikarte-sac/2941-conde-de-la-vega-251/departamentos-santiago-de-surco-6462983d5fa15_xm.jpg,Santiago De Surco,150140,"28 de Febrero, 2025",70.70 a 161.87 m2,Departamento,2 a 3 dormitorios
GRUPO DICON,https://e.nexoinmobiliario.pe/customers/grupo-dicon/logo-494-20231027061815.jpg,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,En Construcción,709285,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,https://e.nexoinmobiliario.pe/customers/grupo-dicon/2945-aldabas-de-las-gardenias-edificio-residencial-166/departamentos-santiago-de-surco-646bc2ca2ed4e_xm.jpg,Santiago De Surco,150140,"31 de Enero, 2025",99.08 a 237.94 m2,Departamento,2 a 4 dormitorios
CP BUILDING,https://e.nexoinmobiliario.pe/customers/cp-building-sac/logo-459-20231027061812.jpg,GUADALAJARA 277,En Construcción,679042,Guadalajara 277,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2978-guadalajara-277-santiago-de-surco-lima-lima-cp-building,https://e.nexoinmobiliario.pe/customers/cp-building-sac/2978-guadalajara-277/departamentos-santiago-de-surco-672a83d0ab3be_xm.jpg,Santiago De Surco,150140,"31 de Enero, 2025",81.00 a 188.00 m2,Departamento,2 a 3 dormitorios
B&E INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/b-e-inmobiliaria-sac/logo-239-20231027061804.jpg,Residencial Kallpa,Entrega Inmediata,1026025,Jirón Chimú Cápac N° 435,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2992-residencial-kallpa-santiago-de-surco-lima-lima-b-e-inmobiliaria,https://e.nexoinmobiliario.pe/customers/b-e-inmobiliaria-sac/2992-residencial-kallpa/departamentos-santiago-de-surco-656a112630132_xm.jpg,Santiago De Surco,150140,"31 de Agosto, 2024",132.57 a 194.05 m2,Departamento,2 a 3 dormitorios
EE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/logo-366-20231027061809.jpg,Castellana 173,En Construcción,371235,Av. La Castellana 173,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3024-castellana-173-santiago-de-surco-lima-lima-ee-inmobiliaria,https://e.nexoinmobiliario.pe/customers/espacios-y-estructuras-inmobiliarias-s-a-c/3024-castellana-173/departamentos-santiago-de-surco-66eb332bd1030_xm.jpg,Santiago De Surco,150140,"30 de Abril, 2025",50.28 a 174.35 m2,Departamento,2 a 3 dormitorios
